"","StockName","AssetCategory","AssetClass","OpeningMarketValue","Weight","Units","UnitPrice","HoldingsDate","Creations","Redemptions","BenchmarkWeight","WeightedBenchmarkReturn","ActiveWeight","ActiveReturn","AllocationEffect","SelectionEffect","InteractionEffect","ActiveManagementEffect","PresentInPortfolio","BenchmarkName","WeightedPerformance","BenchmarkReturn","ActualPerformance","ClosingMarketValue","weightCalc"
"3475","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",723043.8,0.0437414,723043.8,0.9900421,"8/9/2019",0,0,0.05,0,-0.626,-0.996,0,-0.05,-0.946,-0.05,1,"Nairobi All Share Index",-0.000435573,0,-0.009957903,715843.8,0.0004685429
"3476","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3477","Kengen Bond","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3478","Olympia Capital Holdings ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0.806,0,0,0.806,0,0,"Nairobi All Share Index",0,0,0.008064516,0,0
"3479","Kenya Re-Insurance Corporation Ltd Ord 2.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-2.812,0,0,-2.812,0,0,"Nairobi All Share Index",0,0,-0.028125,0,0
"3480","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3481","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3482","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",126177,0.007623496,126177,1,"8/10/2019",0,0,0.03,0,-2.238,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,126177,8.258692e-05
"3483","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3484","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3485","Shell Bond","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3486","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3487","NCBA Group Plc Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3488","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3489","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3490","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3491","Kengen Rights","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3492","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3493","KPLC Rights","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3494","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3495","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3496","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3497","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3498","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.2934101,4856250,1,"8/10/2019",0,0,0,0,29.341,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.003178572
"3499","Anglo African Property","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3500","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3501","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.11,0,-11,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3502","Rea Vipingo Plantations Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3503","Kengen Bond","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3504","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3505","A.Baumann Co. Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3506","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",6831,0.000412723,6831,1,"8/10/2019",0,0,0,0,0.041,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,6831,4.47111e-06
"3507","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3508","Family Bank Limited","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3509","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3510","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3074046,0.185731,3074046,1,"8/10/2019",0,0,0.05,0,13.573,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,3074046,0.002012062
"3511","Hutchings Biemer Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3512","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3513","KQ Rights","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3514","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3515","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.01288467,213255,1,"8/10/2019",0,0,0,0,1.288,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.0001395823
"3516","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3517","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3518","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3519","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3520","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3521","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3522","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3523","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3524","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3525","Kenya Re-Insurance Corporation Ltd Ord 2.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3526","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3527","Access Kenya Group Ltd Ord. 1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3528","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",270750,0.01635846,270750,1,"8/10/2019",0,0,0.02,0,-0.364,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,270750,0.0001772146
"3529","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3530","Marshalls (E.A.) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3531","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3532","Longonot Place","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3533","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3534","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",413400,0.02497724,413400,1,"8/10/2019",0,0,0,0,2.498,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,413400,0.0002705836
"3535","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",61179.5,0.003696408,61179.5,1,"8/10/2019",0,0,0.01,0,-0.63,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,61179.5,4.004396e-05
"3536","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",324000,0.01957578,324000,1,"8/10/2019",0,0,0,0,1.958,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,324000,0.0002120685
"3537","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3538","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3539","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",215182.6,0.01300113,215182.6,1,"8/10/2019",0,0,0.02,0,-0.7,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,215182.6,0.000140844
"3540","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3541","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",170064,0.01027511,170064,1,"8/10/2019",0,0,0.04,0,-2.972,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,170064,0.0001113124
"3542","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3543","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3544","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3545","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3546","Jubilee Holdings Ltd Ord 5.00","Listed Equity","EQUITIES",866170,0.05233318,866170,1,"8/10/2019",0,0,0.04,0,1.233,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,866170,0.0005669362
"3547","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3548","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3549","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5237919,0.3164701,5237919,1,"8/10/2019",0,0,0.05,0,26.647,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,5237919,0.003428387
"3550","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3551","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3552","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3553","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3554","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3555","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3556","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3557","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",715843.8,0.04325061,715843.8,1,"8/10/2019",0,0,0.05,0,-0.675,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,715843.8,0.0004685429
"3558","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3559","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3560","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3561","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3562","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3563","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3564","Co-operative Bank of Kenya Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3565","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0.1,0,-10,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3566","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3567","Olympia Capital Holdings ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/10/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3568","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",170064,0.01027511,170064,1,"8/11/2019",0,0,0.04,0,-2.972,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,170064,0.0001113124
"3569","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3570","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3571","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",126177,0.007623496,126177,1,"8/11/2019",0,0,0.03,0,-2.238,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,126177,8.258692e-05
"3572","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3573","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3574","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3575","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.2934101,4856250,1,"8/11/2019",0,0,0,0,29.341,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.003178572
"3576","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3577","A.Baumann Co. Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3578","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3579","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3580","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3581","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",270750,0.01635846,270750,1,"8/11/2019",0,0,0.02,0,-0.364,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,270750,0.0001772146
"3582","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3583","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3584","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3585","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.11,0,-11,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3586","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3587","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3588","KQ Rights","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3589","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3590","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3591","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3592","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3593","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.1,0,-10,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3594","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3595","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5237919,0.3164701,5237919,1,"8/11/2019",0,0,0.05,0,26.647,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,5237919,0.003428387
"3596","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3597","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3598","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3599","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3600","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3601","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3602","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3603","Longonot Place","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3604","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3605","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3606","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",6831,0.000412723,6831,1,"8/11/2019",0,0,0,0,0.041,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,6831,4.47111e-06
"3607","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.01288467,213255,1,"8/11/2019",0,0,0,0,1.288,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.0001395823
"3608","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3609","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3610","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3611","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",715843.8,0.04325061,715843.8,1,"8/11/2019",0,0,0.05,0,-0.675,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,715843.8,0.0004685429
"3612","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3613","Shell Bond","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3614","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",324000,0.01957578,324000,1,"8/11/2019",0,0,0,0,1.958,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,324000,0.0002120685
"3615","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/11/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
